SubjectID,IPAddress,empty,duplicate,StartDate,EndDate,testruns,powcond,emptyappraisals,prime_prob,hp_exp,lp_exp,emocond,happy,symp,angry,comp,sad,interest,mad,anxious,proud,down,worried,frustrated,ohappy,oangry,osad,ointerest,omad,oanxious,oproud,odown,oworried,ofrust,pleas,tresp,oresp,sresp,tpow,opow,noonepow,sitpow,immoral,age,gender,female,income,education,black,mideast,asian,white,latino,natam,pacisl,other,other_specify,other_tell,sim_hit,comments,suspicion
R_1jIc0XCMqFUKR5Q,208.77.61.18,0,0,7/10/15 4:00,7/10/15 4:06,0,-1,0,0,,I RECALL WHEN THERE WAS A FIRE. I HAD TO TRUST THE FIREFIGHTER. I GAVE MY ENTIRE SELF AND SAFETY INTO THIS FIREFIGHTER. I FELT ABLE AND WILLING TO DO SO. I TRUSTED HIS JUDGEMENT AND HIS DIRECTION. I FELT VERY VULNERABLE AND SAFE. ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,100,0,100,0,100,0,100,0,0,100,0,0,0,0,40,FEMALE,female,3,6,0,0,0,0,0,0,0,1,BIRACIAL,NO COMMENTS,NO,0,0
R_1f88pp7vXaihiti,71.10.50.245,0,0,7/14/15 7:24,7/14/15 7:30,0,-1,0,0,,One of my managers gave me a performance review last year which determined whether or not I got a pay raise. I initially felt nervous going into the meeting; but once it got started I felt a lot better. She gave me a really good review; and my pay raise was about what I expected.,1,0,85,6,67,51,28,0,0,0,0,0,9,0,92,13,0,83,0,0,13,0,96,9,54,91,59,43,86,8,7,67,23,female,female,1,3,0,0,0,1,0,0,0,0,,,,0,0
R_25ylihhRChEVyE7,217.194.59.4,0,0,7/14/15 7:26,7/14/15 7:35,0,-1,0,0,,My ex-husband was abusive. He usually was only verbally abusive; however one time he pinned me on the floor and sat on my chest. He was much bigger than me and no only could I not move; but I couldn't breathe. I was completely panicked; scared; and angry. There was nothing I could do; but scream until all the air ran out...which wasn't long. Finally; before I blacked out; he got off of me. I lay on the floor until he left. Then I felt empowered and left him for good. ,1,0,25,14,19,17,5,20,8,0,21,0,31,3,100,57,83,87,0,9,56,65,78,16,60,72,3,69,58,14,23,74,38,Female,female,6,5,0,0,0,1,0,0,0,0,,,Not exactly like this one.,0,0
R_25XYGUVM24t0NLQ,66.176.121.207,0,0,7/14/15 7:26,7/14/15 7:38,0,-1,0,0,,My supervisor currently has power over me in my working situation. She has the ability to set my schedule; approve or deny my vacation or day off requests and she is in the position to evaluate and make recommendations on whether or not I get a promotion or a pay raise. I don't like being in that position; but it is a part of life until I become someone in that position.,-1,0,100,0,100,100,28,0,0,0,0,0,0,0,98,99,68,100,100,0,100,73,100,0,25,0,89,21,0,0,100,0,25,female,female,4,6,1,0,0,0,0,0,0,0,,No,No,0,0
R_2VQlQTraiT1lrOT,173.26.131.142,0,0,7/14/15 7:26,7/14/15 7:30,0,-1,0,0,,One time this survey offered different things to write about; and instead of letting me pick which one I would prefer to discuss; it made me write about a time someone had power over me. I was annoyed. ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,80,0,95,41,2,48,51,99,11,73,73,50,57,67,39,35,68,35,female,female,3,2,0,0,0,1,0,0,0,0,,No,Yes,0,0
R_eCLBXflvOuRbL1z,172.56.34.158,0,0,7/14/15 7:30,7/14/15 7:36,0,-1,0,0,,The last time I was acutely aware of someone having power over me; was when I applied for my current job. I had recently graduated with an English degree and was looking around at nearby school districts for teaching positions at secondary schools. I didn't necessarily feel *powerless*; I knew I had done everything I could to get the job/polished my resume/etc. But it came down to my current supervisor having the yes or no say over whether I got hired; and that was a little humbling.,1,0,57,27,66,0,0,31,15,0,0,0,43,0,82,35,0,88,30,0,38,29,92,0,37,71,29,66,100,1,0,63,24,Female,female,3,5,0,0,0,1,0,0,0,0,,,No; everything looked new to me.,0,0
R_Dct7novTyGrFunf,99.96.61.158,0,0,7/14/15 7:30,7/14/15 7:36,0,-1,0,0,,There was a time where my boss was in a position to either allow me to move on to a new position or to not grant me the opportunity to grow. I was lucky my boss understood my position. I spent a lot of time explaining why I wanted to move on to this new position and it mostly had to do with the fact that the company was on an indefinite pay freeze with no end in site.,-1,0,77,0,59,0,20,0,0,0,4,0,53,0,92,100,0,78,59,0,100,49,93,50,50,21,79,14,18,78,84,2,27,female,female,2,4,0,0,0,1,0,0,0,0,,No,No,0,0
R_bCuypIB6lUiTz0d,96.252.65.126,0,0,7/14/15 7:31,7/14/15 7:43,0,-1,0,0,,Some years ago I unfortunately became involved with a crazy person. When the situation deteriorated and I told the lunatic to leave; he suddenly appeared with a loaded gun and started shooting at me inside my house. The police came and took him to jail after a bit more crazy behavior on his part. I don't know how I wasn't shot or hurt in some major way. This event had a major impact on my life and the terrible feeling of having no control over the situation is something I hope to avoid for the rest of my life.,1,0,97,82,94,78,82,81,51,0,79,0,74,2,99,73,57,98,84,0,72,84,94,5,17,85,4,39,96,0,2,98,50,Female,female,3,5,0,0,0,1,0,0,0,0,,Very interesting!,No,0,0
R_3PvPCn1G9gPeJUn,76.180.122.99,0,0,7/14/15 7:33,7/14/15 7:44,0,-1,0,0,,Well; there have been a number of such incidents over the years. Here's one that I remember well:  / I was madly in love with an Englishman and living with him outside London. We were to be married and I was looking forward to a great future in England. Then he decided to cheat on me and dump me. I lost my visa as a result and had to return to the States. I also lost my best chance at living a wonderful life abroad. I felt very angry; bitter and sad at the time. I was totally stressed out and powerless to change the situation. ,1,0,100,57,90,57,81,22,72,0,41,56,54,0,100,100,78,100,100,0,100,100,100,0,25,88,50,73,92,0,0,77,56,female,female,1,5,0,0,0,1,0,0,0,0,,No,No,0,0
R_38KjJRGXqOQbt0B,99.52.188.248,0,0,7/14/15 7:36,7/14/15 7:45,0,-1,0,0,,Several years ago I applied for a loan.  As a single female; I felt I was judged more harshly than a married male candidate for a similar loan.  I was turned down; despite the fact that I had excellent credit and a long term professional career with one employer.  I felt powerless and humiliated; and I left the building feeling very frustrated.  The loan officer was male.  Prior to this experience; I had never experienced discrimination based on my gender.  It was disappointing and eye opening.  ,-1,0,98,0,94,67,72,0,19,0,26,14,0,0,11,96,56,9,68,0,100,19,66,2,31,61,75,9,24,81,81,0,53,female,female,2,4,0,0,0,1,0,0,0,0,n/a,No,No.,0,0
R_2zbBdeIJR3KGa15,153.192.147.21,0,0,7/14/15 7:40,7/14/15 7:46,0,-1,0,0,,My previous boss always dictated what I could and could not write in my lesson plans. Her lesson plans were basic and uninteresting; yet she felt she had the right to tear apart my lesson plans when I tried to do anything even remotely outside the box when teaching my students. It was highly frustrating; and I ended up quitting my job over it.,1,0,77,59,72,43,0,59,0,0,41,0,31,0,100,94,0,100,54,0,94,94,100,0,67,85,0,29,100,20,17,87,28,female,female,6,5,0,0,0,1,0,0,0,0,,,,0,0
R_29uAXKcvLKaq79Z,108.200.56.50,0,0,7/14/15 7:45,7/14/15 7:49,0,-1,0,0,,The last time I felt this way was at my job. My boss was telling me new things that were being added to my job dutied and I had no power to express if I agreed with them or not. I just had to sit there and agree that I would do them because I need my job to support my family. It made me feel really stressed out to be given even more stuff to do and not be able to say a word about it.,-1,0,90,27,63,42,55,44,38,17,41,37,52,0,38,96,4,27,82,0,94,58,33,0,3,15,97,12,6,97,95,26,33,female,female,3,3,0,0,0,1,0,0,0,0,,no,no,0,0
R_22FkMjuCS5Gkp9Q,97.106.141.14,0,0,7/14/15 8:08,7/14/15 8:12,0,-1,0,0,,A former boss of mine had control over whether to promote me or another coworker of mine to a higher position. She ended up getting promoted before I did and it made me feel quite worthless.,-1,0,100,23,75,65,66,23,72,0,66,70,57,0,100,100,0,100,100,0,100,100,100,0,10,8,90,5,28,85,86,11,19,female,female,2,3,0,0,0,1,0,0,0,0,,no,no,0,0
R_BzSalb4VoGxti6t,50.118.162.54,0,0,7/14/15 8:09,7/14/15 8:21,0,-1,0,0,,I went for a job interview last year. The hiring panel asked intimidating questions and at some point I felt like it was becoming personal. I felt powerless but chose to remain focused to the end. It was an experience that made me feel distressed though I made it through.,1,0,100,100,100,74,0,46,92,0,59,79,50,0,100,100,0,100,100,0,100,100,100,0,0,100,64,53,100,0,0,100,25,Female,female,6,5,1,0,0,0,0,0,0,0,,None.,No.,0,0
R_12buAabTHiIZS6m,65.26.194.73,0,0,7/14/15 8:15,7/14/15 8:21,0,-1,0,0,,I was at a job interview.  This individual had the power to offer me a job or not.  One question was how many days in 6 months would it be appropriate to miss and I answered 3.  I felt low when she said that that is far too high; however it became clear that employee health and wellness is not a priority of theirs.,1,0,100,16,100,51,76,19,7,76,8,9,31,0,75,9,15,77,65,0,74,75,75,0,5,78,66,40,80,0,0,75,31,female,female,1,3,0,0,0,1,0,0,0,0,,no,yes; writting about power,1,0
R_1DT2fWSNp5RhEvo,69.131.9.242,0,0,7/14/15 8:16,7/14/15 8:27,0,-1,0,0,,I applied for a job as an assistant in the leasing office of a real estate company. I had been out of work for a while raising my kids; but I knew that I was qualified for the job as I had held various office positions in the past. I received an email thanking me for my resume and was told that I would be contacted for an interview. Later that day I received another email saying I was not going to get an interview. I felt like someone had looked at my resume and decided that they would not give me a chance because I had been a stay at home parent; which was not fair in my opinion. It was as if one person had approved it; and then someone had come along behind that person and rejected it. I felt disappointed; but I was also glad that I received the rejection email instead of hearing nothing back. I also felt that the more I sent out resumes and got rejected the less scary it would be to apply for jobs; and the more confident I would be when I finally did find someone who was willing to let me start working again.,-1,0,100,25,100,24,100,25,48,0,24,0,74,0,52,100,100,52,100,0,100,76,100,0,0,21,92,0,72,74,77,12,40,female,female,3,5,0,0,0,1,0,0,0,0,,Nothing at this time.,I have completed many hits that asked about a time when either I had power or someone else did. ,1,0
R_UxrBHyQMNl6ZP5D,24.62.163.231,0,0,7/14/15 8:22,7/14/15 8:26,0,-1,0,0,,Last summer I was supposed to go on a vacation with my husband and kids.  I had planned the whole thing and cleared the time off with my boss well in advance.  Two weeks before we were supposed to leave; another girl at work quit unexpectedly.  My boss told me that if he couldn't find a replacement in time; I wouldn't be able to go on my trip.  I was really angry and frustrated.  I felt like I had no control over the situation and it was a powerless feeling.  Luckily; he was able to find a replacement in time and I was able to go; which was a relief.,-1,0,100,0,100,90,50,0,0,0,85,58,9,0,72,100,0,73,93,0,100,100,97,0,7,74,75,5,60,41,42,67,32,female,female,6,3,0,0,0,1,0,0,0,0,,no,no,0,0
R_3rNB8Wm1RdO7D89,65.37.106.51,0,0,7/14/15 8:43,7/14/15 8:49,0,-1,0,0,,My manager typically has power over me; and the instance to think of at this time was when I was up for review. His evaluation of my performance and self evaluation would determine whether or not I would get a raise for that year or not. I felt nervous about it; but eventually calmed down.,1,0,100,52,86,65,29,56,0,0,88,33,59,0,100,60,0,95,32,0,100,0,100,0,26,79,78,54,84,7,10,74,27,female,female,3,3,1,0,0,0,0,0,0,0,,no,yes,0,0
R_3MtDgn4SIRA6IUn,184.89.150.108,0,0,7/14/15 8:45,7/14/15 8:49,0,-1,0,0,,I was harrassed at work; and reported it.  After verbalizing and writing down my experience about a dozen times; I finally met with the senior manager of my organization.  I had to sit in his big; cushy office surrounded by all of his expensive trinkets he acquired from being rich and powerful and explain why I felt so badly about this experience.  He didn't seem to care.  In fact; being about 35 years younger than any of the managers (or the person who harrassed me) didn't help. They all thought I was lying or something; I knew it.  So as I sat there I basically was having my honesty and integrity evaluated.  I felt so small.  I felt weak; and powerless.,1,0,57,76,88,67,61,76,33,0,38,0,79,0,100,100,100,100,100,0,100,56,100,0,39,100,54,40,100,0,0,100,28,female,female,3,4,0,0,0,1,0,0,0,0,,,,0,0
R_2VlopzYd26Wyw8I,68.192.85.153,0,0,7/14/15 9:06,7/14/15 9:13,0,-1,0,0,,When I used to work retail my supervisor and manager had complete power over me. The worst part was during yearly reviews. My manager chose whether I received a raise and if I ultimately had a job or not. I basically did everything I could to stand out and make myself available when they needed. ,-1,0,100,0,87,91,56,14,61,0,91,85,70,0,34,100,19,18,62,0,100,89,86,0,40,61,100,14,30,96,100,18,26,female,female,4,3,0,0,0,1,0,0,0,0,,,none,0,0
R_1C2woNfPy90E2Fk,72.223.73.132,0,0,8/13/15 19:05,8/13/15 19:09,0,-1,0,0,,I wanted this position at work. My boss had to approve for me to get it. I felt understanding about needing the approve; but upset when I ended up not getting it and someone else did. ,1,0,100,100,77,83,47,100,0,1,74,5,77,0,100,81,0,100,0,0,100,0,100,0,0,100,15,0,100,0,13,100,23,female,female,1,5,0,0,0,1,0,0,0,0,,no,no,0,0
R_3nxfELzAMNGYv21,104.136.244.44,0,0,8/13/15 19:13,8/13/15 19:22,0,-1,0,0,,When I was a junior in high school; sixteen years old; I tried out for the senior cheer leading squad. Trying out for the squad was no big deal; as I had been on the junior squad for two years. What was the problem; was that I was trying out not for the coach; but for the current senior squad captain. The captain had threatened that she was only going to let her best friends be on the squad. I was not in her group of best friends; as I was a couple of years younger than she was. I had to do way better in try outs than some of the other girls; to prove to the senior captain that I would be a great asset to the team; rather than for her to just pass her friends through to the team; even though they may not have been as skilled as I was.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,100,0,0,100,100,100,0,50,81,33,86,73,5,27,100,26,Female,female,2,3,0,0,0,1,0,0,0,0,,I liked being paired with someone; and hearing someone else's story.,None.,0,0
R_2CvkYOOnOJAVjkp,184.6.47.230,0,0,8/13/15 19:14,8/13/15 19:19,0,-1,0,0,,There was a time when I had to do as I was told. It was like being back in school. I could not control when or where I had to go. I had to sit down; I could not get up and walk around when I wanted to. I felt powerless and became resentful. It made me very grumpy.,-1,0,72,0,44,0,29,0,0,0,0,28,72,0,13,100,13,21,79,11,80,78,76,5,21,28,80,30,50,73,73,9,58,Female,female,4,6,0,0,0,1,0,0,0,0,,,somewhat similar but not involving reading some other worker's hit,0,0
